86,132,183
149,127,121
155,123,162
138,205,126
140,132,128
148,139,174
147,147,112
134,119,169
126,136,149
151,165,109
174,92,127
123,162,144
126,213,151
186,148,133
112,50,147
121,151,179
123,160,99
174,117,144
161,160,159
132,126,98
142,145,190
109,145,133
135,154,107
143,137,146
163,172,152
135,104,176
143,155,115
170,193,144
165,133,157
125,112,190
142,122,99
146,178,205
144,149,68
105,117,137
114,150,143
212,122,135
110,132,117
86,127,139
157,137,128
180,182,181
110,98,151
169,166,158
136,142,117
129,107,121
156,146,128
185,162,155
35,156,173
208,126,145
149,174,90
116,113,155
197,125,164
116,180,129
114,99,151
140,188,184
163,144,172
96,95,65
142,139,130
142,158,137
198,149,147
84,109,129
145,178,126
135,147,146
114,122,151
154,132,121
179,165,141
120,96,153
183,150,163
110,132,148
119,192,171
176,85,123
155,188,121
142,111,178
117,144,117
186,181,137
109,138,190
162,114,101
163,141,134
109,170,151
148,102,116
121,146,153
108,155,109
172,144,190
117,189,92
133,96,166
161,165,128
148,109,119
130,120,158
133,141,176
151,169,106
186,175,142
130,97,169
175,134,131
46,181,132
143,161,168
177,116,141
160,166,125
152,87,128
112,148,147
139,144,197
143,149,98
229,177,152
121,149,105
89,109,182
101,104,127
150,182,159
201,128,137
86,193,93
106,71,169
178,173,102
117,138,138
140,140,210
157,107,99
164,157,121
160,79,180
102,234,107
143,117,185
128,124,142
176,146,140
108,106,121
136,129,196
137,147,108
142,180,109
215,149,120
115,149,173
131,130,132
128,107,175
134,194,138
145,111,99
134,99,140
151,172,176
158,206,145
134,97,108
169,115,174
115,135,122
162,150,126
74,148,109
133,153,176
175,162,143
155,157,177
118,53,138
141,190,136
134,117,88
186,201,166
99,110,162
225,137,102
85,135,181
126,159,163
170,149,109
125,136,119
145,115,159
101,153,141
131,144,167
197,125,156
85,126,106
139,154,159
178,123,98
123,191,176
135,151,148
149,133,141
188,114,130
121,167,121
145,77,150
136,179,165
262,173,136
27,87,170
120,140,64
190,175,134
118,112,179
147,162,153
245,108,118
1,213,144
107,94,145
155,128,163
135,178,99
170,125,149
129,132,161
146,119,151
127,139,155
118,190,109
173,116,119
124,120,159
145,149,154
160,147,146
154,137,112
165,166,118
122,154,159
159,99,110
122,167,155
114,121,174
108,160,150
144,116,144
178,141,145
225,132,112
119,147,190
97,147,191
114,139,92
158,158,147
110,160,115
163,124,148
153,124,135
120,179,125
151,127,111
153,169,132
128,123,157
141,219,133
146,45,125
156,127,180
87,150,119
138,170,158
187,89,118
112,156,144
130,136,158
163,133,156
159,177,116
133,130,144
139,102,130
118,199,192
142,113,102
173,149,174
134,170,119
142,106,179
117,150,152
183,145,116
116,139,111
132,125,115
164,123,170
104,144,161
156,144,178
139,155,169
140,144,89
158,139,118
125,174,160
198,132,127
76,142,121
223,101,140
121,166,135
126,136,168
138,151,118
130,114,135
101,144,171
152,142,155
135,147,130
201,104,111
109,181,167
195,144,138
54,118,106
178,168,169
143,150,163
162,130,152
89,135,103
158,172,166
116,124,96
181,155,189
125,109,96
159,143,132
102,166,150
156,181,170
140,76,130
114,127,133
162,130,131
167,155,167
164,140,134
69,151,175
148,147,92
180,101,198
145,195,94
148,94,159
140,162,112
123,174,175
133,142,161
145,113,138
121,148,106
119,213,147
165,102,166
145,167,98
147,96,168
122,140,119
144,173,172
180,109,119
105,179,139
156,104,139
122,129,119
155,166,159
221,91,162
84,179,161
151,147,128
127,162,173
144,107,84
110,158,145
135,109,203
178,160,86
126,163,143
142,114,116
154,143,163
153,143,130
118,178,156
110,104,144
180,100,128
128,181,172
140,185,188
144,83,66
145,188,161
165,130,107
129,140,137
140,80,142
110,205,115
154,103,172
142,159,142
118,135,183
198,131,131
107,123,134
132,142,135
178,137,116
152,179,148
91,125,125
163,131,168
133,137,128
147,160,153
125,129,120
147,148,186
129,143,123
187,128,157
137,130,112
121,148,142
136,163,124
149,131,139
117,127,174
177,184,100
94,139,154
148,141,147
133,141,147
136,80,137
197,176,140
113,204,145
125,107,153
147,90,132
165,139,151
120,190,125
130,119,167
163,171,113
132,122,129
193,140,154
84,95,128
134,182,190
123,105,134
184,154,99
132,122,165
130,139,132
143,157,160
164,130,153
162,228,100
115,106,132
118,143,127
150,76,185
141,201,169
134,155,154
135,87,119
154,167,107
165,231,173
131,30,100
123,204,128
144,107,178
127,101,103
144,177,169
142,113,141
155,176,162
109,100,140
169,149,107
125,151,126
137,139,213
132,169,108
155,128,106
168,142,143
140,146,174
162,183,109
126,112,171
129,140,138
100,140,151
160,118,135
158,133,143
129,132,130
121,125,139
166,154,142
158,179,114
155,106,158
83,121,152
164,204,108
155,130,165
130,168,151
133,115,117
148,146,153
134,100,132
208,132,143
151,138,193
68,155,87
169,152,145
130,140,156
154,126,167
103,142,117
144,140,154
168,178,100
130,139,157
149,137,179
129,141,116
137,155,101
155,108,177
154,132,135
132,189,126
139,72,151
141,140,109
134,170,153
124,173,147
150,105,162
125,158,151
176,114,97
165,196,149
116,101,162
131,140,121
157,138,135
127,162,192
137,97,89
144,163,171
107,153,147
166,126,105
169,158,204
121,145,122
163,144,123
109,84,156
139,147,166
145,187,121
136,151,96
132,94,141
165,191,144
132,120,167
120,126,129
179,134,144
124,173,120
117,98,157
133,158,143
181,141,137
150,142,137
119,153,158
174,142,110
165,120,165
126,119,139
125,156,118
140,145,169
145,140,140
119,205,136
119,105,155
171,106,139
140,164,150
144,127,120
139,158,166
132,157,126
124,129,129
133,122,119
143,150,178
189,138,126
123,157,140
189,118,176
86,158,145
133,149,102
185,114,127
94,158,140
158,120,135
139,162,168
134,169,131
174,117,170
113,155,106
149,119,137
133,157,137
109,125,149
155,176,178
165,126,108
111,113,188
171,143,100
110,141,130
183,149,129
94,120,156
200,168,131
95,144,157
163,135,214
119,112,93
198,170,169
105,120,94
114,176,132
141,129,142
131,126,119
192,169,183
192,118,109
63,107,162
120,152,129
176,147,140
93,157,134
219,119,160
124,162,138
79,134,174
165,125,120
165,130,156
133,164,156
111,128,133
140,124,118
178,202,153
151,129,106
133,136,127
121,123,149
126,159,133
178,129,155
166,133,173
95,145,101
171,137,133
107,147,162
176,137,147
98,161,139
163,110,149
122,125,145
136,150,113
153,143,172
146,151,105
153,154,148
129,166,163
165,96,119
135,136,138
91,165,132
183,147,159
144,142,158
128,110,107
166,158,152
122,152,141
98,151,140
155,143,122
144,138,166
130,130,138
156,130,144
164,137,146
171,177,117
82,128,156
173,163,149
135,78,125
127,159,133
160,169,162
118,137,141
165,137,142
127,137,135
125,142,142
146,146,126
155,129,152
128,160,156
135,130,162
182,147,129
112,147,126
113,141,175
146,121,116
161,125,107
130,147,139
150,181,188
163,119,113
162,169,144
100,125,145
140,104,145
172,156,134
127,125,137
111,165,160
141,171,113
151,112,138
195,132,138
69,167,146
134,155,160
148,98,125
175,145,140
105,123,134
158,142,160
142,188,132
141,103,156
127,153,137
139,117,119
140,159,170
154,166,130
131,124,149
156,135,152
149,135,135
116,169,138
132,150,110
151,151,142
222,99,162
72,126,149
127,134,122
141,158,144
148,127,125
131,151,138
172,147,165
129,140,128
134,161,162
155,130,150
151,134,107
162,163,146
79,121,159
148,162,121
168,148,155
123,101,159
140,167,120
153,119,122
132,157,142
174,128,133
110,138,163
116,147,133
149,162,135
150,148,142
153,130,138
135,120,139
154,158,171
108,123,106
146,158,155
152,187,149
123,105,137
186,130,144
93,138,143
147,126,162
149,153,117
146,161,174
129,117,109
176,147,143
128,122,128
165,142,162
115,142,116
128,172,149
170,114,129
119,172,151
163,100,132
122,153,167
145,132,121
126,150,190
183,125,123
98,165,135
138,133,149
159,150,127
133,155,144
159,128,132
150,132,143
171,114,126
82,163,171
159,132,127
116,197,121
167,113,139
150,127,181
105,132,153
145,139,117
155,159,150
130,126,122
140,143,128
128,120,159
158,159,146
152,147,162
136,173,118
192,94,141
108,143,147
154,161,123
129,128,207
119,125,116
171,162,127
113,128,109
133,140,169
139,160,126
140,129,129
154,155,171
115,149,143
177,109,119
148,158,154
117,117,124
137,137,149
174,147,137
136,191,141
119,98,174
129,150,115
171,143,132
115,138,153
139,146,124
130,129,169
159,160,138
165,127,113
130,153,144
131,117,124
143,144,147
154,158,167
114,167,131
135,101,145
162,172,126
177,157,145
116,133,132
126,118,149
145,146,162
130,113,116
148,137,150
123,187,136
144,111,141
151,126,146
140,150,124
129,142,148
156,131,181
125,181,156
157,117,104
151,150,125
132,176,132
143,109,155
141,118,129
174,141,144
105,180,140
162,111,179
117,141,144
124,129,153
149,168,94
146,130,126
158,133,159
162,132,127
110,150,155
157,138,141
135,133,181
118,161,87
139,140,184
161,141,114
153,143,164
114,112,140
161,165,138
137,148,139
121,115,137
160,156,143
134,127,106
127,151,154
175,135,157
167,152,137
123,138,167
121,136,135
149,133,114
131,162,146
119,146,163
158,126,112
134,133,126
130,148,150
171,173,144
118,123,159
156,135,128
155,146,128
101,161,170
157,128,140
171,139,115
142,142,144
120,130,135
138,141,139
125,121,145
146,160,135
128,140,155
144,134,129
137,154,169
164,120,140
126,171,152
156,141,103
163,117,148
109,127,143
174,148,158
122,191,137
123,102,140
144,136,119
132,151,143
144,138,142
147,168,168
155,123,111
140,125,144
141,133,171
127,171,156
191,106,96
115,160,189
129,124,103
122,175,145
168,148,131
128,128,143
133,136,143
144,157,133
136,108,158
139,144,135
131,153,137
179,139,140
129,143,167
136,155,114
141,114,140
131,146,132
131,142,137
150,161,195
139,129,91
158,126,150
128,158,154
153,160,124
141,102,137
182,141,142
112,133,144
117,189,133
137,111,162
171,179,161
167,150,160
118,83,155
164,150,72
85,144,148
159,126,140
119,139,142
153,148,158
133,166,119
141,130,144
144,120,146
142,156,137
185,120,128
103,140,154
150,160,148
113,171,128
176,230,176
212,32,217
126,113,38
68,149,146
134,132,125
185,169,135
110,114,156
148,140,130
120,142,151
143,139,150
146,159,127
141,153,144
165,120,146
127,131,135
116,141,150
144,148,146
156,195,121
190,82,193
103,141,106
153,144,128
110,172,143
146,108,145
134,144,148
139,160,124
135,241,207
192,35,161
177,123,85
62,162,110
162,140,139
123,125,141
174,138,181
99,141,123
136,146,132
141,135,140
158,153,133
145,154,136
124,139,140
151,122,166
129,169,117
143,124,196
202,131,95
82,143,131
147,159,152
131,137,143
154,141,165
135,130,118
141,154,138
175,143,153
107,121,116
130,156,147
144,137,139
169,124,179
116,142,125
141,157,155
144,147,132
142,132,125
140,143,138
135,140,130
143,150,152
149,128,128
128,132,154
140,138,128
140,142,146
141,146,149
150,144,127
134,135,142
139,139,144
141,141,138
140,141,140
155,165,141
145,122,149
149,137,155
115,139,119
140,141,141
143,141,142
140,142,141
155,145,160
127,141,147
148,135,125
152,154,140
127,142,141
137,144,139
148,126,135
134,140,146
141,146,136
144,138,139
144,140,141
135,139,141
140,153,142
147,133,140
136,137,147
140,140,135
141,147,140
141,154,141
140,128,142
142,145,144
157,134,144
130,138,135
137,142,146
146,139,148
165,142,131
111,145,141
140,142,140
143,144,145
138,134,134
143,146,147
140,151,156
142,127,122
141,139,142
141,141,137
141,147,164
139,145,118
144,130,140
146,142,142
141,140,152
144,145,140
138,142,135
142,147,145
140,137,132
140,143,152
142,133,133
146,140,136
136,140,147
139,142,135
141,140,148
147,146,138
136,138,137
140,139,141
141,141,149
145,141,139
136,148,138
142,137,143
140,137,135
139,142,141
138,140,151
141,148,132
151,134,140
131,141,142
142,140,142
141,142,140
141,141,147
145,151,144
141,154,137
140,131,141
141,129,143
